t NoGP OffGP ET TT 
3.8700000000 0.2182151238 0.1357498373 0.0257890753 0.0252638284 
3.8800000000 0.2184197931 0.1360239329 0.0255352681 0.0250064347 
3.8900000000 0.2186347348 0.1362955474 0.0252623510 0.0247584487 
3.9000000000 0.2188598108 0.1365741342 0.0250149097 0.0244907941 
3.9100000000 0.2190928176 0.1368465017 0.0247484235 0.0242093933 
3.9200000000 0.2193365059 0.1371216732 0.0244921823 0.0239372611 
3.9300000000 0.2195880692 0.1373923723 0.0242167461 0.0236583142 
3.9400000000 0.2198488895 0.1376638585 0.0239515880 0.0233885784 
3.9500000000 0.2201188197 0.1379284341 0.0236799646 0.0230988284 
3.9600000000 0.2203942334 0.1381928072 0.0234017640 0.0228182437 
3.9700000000 0.2206802775 0.1384508735 0.0232260259 0.0225501014 
3.9800000000 0.2209738752 0.1387092148 0.0230428097 0.0222717531 
3.9900000000 0.2212757094 0.1389673722 0.0228734091 0.0219925199 
4.0000000000 0.2215870911 0.1392194180 0.0226957713 0.0217127770 
4.0100000000 0.2219032832 0.1394693222 0.0225274657 0.0214857182 
4.0200000000 0.2222242217 0.1397125395 0.0223542801 0.0212678830 
4.0300000000 0.2225538883 0.1399567622 0.0221683395 0.0210428395 
4.0400000000 0.2228908809 0.1401909871 0.0219613569 0.0208266211 
4.0500000000 0.2232350524 0.1404216856 0.0217786579 0.0206191125 
4.0600000000 0.2235879016 0.1406445138 0.0215929160 0.0204036139 
4.0700000000 0.2239440340 0.1408668731 0.0214128065 0.0201727261 
4.0800000000 0.2243068037 0.1410809326 0.0212295122 0.0199334799 
4.0900000000 0.2246744464 0.1412878134 0.0210516243 0.0197025014 
4.1000000000 0.2250470775 0.1414944844 0.0208482406 0.0194829219 
4.1100000000 0.2254256706 0.1416910127 0.0206688683 0.0192419009 
4.1200000000 0.2258119209 0.1418834816 0.0204675695 0.0190218418 
4.1300000000 0.2262041447 0.1420688379 0.0202786063 0.0187762056 
4.1400000000 0.2265997330 0.1422497489 0.0200980147 0.0185517123 
4.1500000000 0.2270009393 0.1424220024 0.0198891080 0.0183055805 
4.1600000000 0.2274061551 0.1425882979 0.0196765738 0.0180709477 
4.1700000000 0.2278147057 0.1427526389 0.0194890816 0.0178580602 
4.1800000000 0.2282282451 0.1429073454 0.0192977246 0.0176195105 
4.1900000000 0.2286486925 0.1430587276 0.0191007085 0.0173730596 
4.2000000000 0.2290694561 0.1432004187 0.0188774621 0.0171246953 
4.2100000000 0.2294952910 0.1433395222 0.0186803701 0.0169318596 
4.2200000000 0.2299256164 0.1434722525 0.0184968543 0.0167506708 
4.2300000000 0.2303624828 0.1435959882 0.0183089614 0.0165533139 
4.2400000000 0.2308038834 0.1437141350 0.0181164720 0.0163468854 
4.2500000000 0.2312502558 0.1438291818 0.0179305705 0.0161513038 
4.2600000000 0.2316960083 0.1439363950 0.0176897466 0.0159630796 
4.2700000000 0.2321437891 0.1440379511 0.0174625174 0.0157853748 
4.2800000000 0.2325936409 0.1441325761 0.0172619193 0.0155828149 
4.2900000000 0.2330493450 0.1442238177 0.0170378233 0.0153905183 
4.3000000000 0.2335087197 0.1443094774 0.0168170261 0.0151953038 
4.3100000000 0.2339670933 0.1443884370 0.0166079962 0.0150101786 
4.3200000000 0.2344286841 0.1444633430 0.0164104690 0.0148203971 
4.3300000000 0.2348958672 0.1445327973 0.0162012496 0.0146409249 
4.3400000000 0.2353644730 0.1445958650 0.0160030775 0.0144377854 
4.3500000000 0.2358386037 0.1446554533 0.0158053044 0.0142448778 
4.3600000000 0.2363184779 0.1447089115 0.0156180261 0.0140622678 
4.3700000000 0.2367944243 0.1447572860 0.0154411085 0.0138762668 
4.3800000000 0.2372712787 0.1448022572 0.0152581729 0.0137015285 
4.3900000000 0.2377488589 0.1448413016 0.0150747355 0.0135383237 
4.4000000000 0.2382315381 0.1448769963 0.0148824368 0.0133715630 
4.4100000000 0.2387175132 0.1449093489 0.0147003421 0.0131727073 
4.4200000000 0.2392006366 0.1449365636 0.0145284318 0.0129846661 
4.4300000000 0.2396887720 0.1449605406 0.0143440440 0.0128178455 
4.4400000000 0.2401772643 0.1449786511 0.0141701191 0.0126608036 
4.4500000000 0.2406707491 0.1449940237 0.0140195773 0.0124926882 
4.4600000000 0.2411673276 0.1450063306 0.0138801394 0.0123090320 
4.4700000000 0.2416607453 0.1450145022 0.0137119630 0.0121343836 
4.4800000000 0.2421569325 0.1450197180 0.0135549462 0.0119788083 
4.4900000000 0.2426581061 0.1450212094 0.0134092690 0.0118319438 
4.5000000000 0.2431546766 0.1450198527 0.0132751354 0.0116689018 
4.5100000000 0.2436560197 0.1450151828 0.0131527712 0.0115146199 
4.5200000000 0.2441601229 0.1450077622 0.0130210251 0.0113691241 
4.5300000000 0.2446583571 0.1449970131 0.0129021250 0.0112324713 
4.5400000000 0.2451611711 0.1449834307 0.0126800714 0.0110801015 
4.5500000000 0.2456664965 0.1449670885 0.0124703354 0.0109370432 
4.5600000000 0.2461735845 0.1449490078 0.0122507866 0.0108034855 
4.5700000000 0.2466831837 0.1449281541 0.0120425603 0.0106796523 
4.5800000000 0.2471920873 0.1449038606 0.0118758371 0.0105416428 
4.5900000000 0.2477003248 0.1448767061 0.0117183499 0.0104143452 
4.6000000000 0.2482108740 0.1448475208 0.0115475865 0.0103179407 
4.6100000000 0.2487215275 0.1448154100 0.0113854324 0.0101629118 
4.6200000000 0.2492256702 0.1447796578 0.0112316193 0.0100099572 
4.6300000000 0.2497342323 0.1447403339 0.0110858916 0.0098656280 
4.6400000000 0.2502449911 0.1446991648 0.0109256585 0.0097296005 
4.6500000000 0.2507546459 0.1446546004 0.0107917603 0.0096015624 
4.6600000000 0.2512688785 0.1446057814 0.0106652967 0.0094812152 
4.6700000000 0.2517798054 0.1445543433 0.0105618782 0.0093437322 
4.6800000000 0.2522928655 0.1444989614 0.0104433901 0.0092133815 
4.6900000000 0.2528072626 0.1444386100 0.0103323324 0.0091046098 
4.7000000000 0.2533238632 0.1443777593 0.0102287371 0.0090026484 
4.7100000000 0.2538380839 0.1443112011 0.0101326691 0.0088830004 
4.7200000000 0.2543488841 0.1442387659 0.0100609983 0.0087703560 
4.7300000000 0.2548608028 0.1441637853 0.0099763064 0.0086850211 
4.7400000000 0.2553747406 0.1440818907 0.0099188127 0.0086223340 
4.7500000000 0.2558907812 0.1439949552 0.0098569680 0.0085554928 
4.7600000000 0.2564053976 0.1439048317 0.0098039457 0.0084723070 
4.7700000000 0.2569192296 0.1438050683 0.0097584389 0.0083973293 
4.7800000000 0.2574351399 0.1436982506 0.0097243684 0.0083484915 
4.7900000000 0.2579486392 0.1435878701 0.0097035715 0.0083155570 
4.8000000000 0.2584605262 0.1434679756 0.0096935131 0.0082690181 
4.8100000000 0.2589716517 0.1433412708 0.0095329245 0.0081073794 
4.8200000000 0.2594847790 0.1432065073 0.0093625258 0.0079541704 
4.8300000000 0.2600000131 0.1430662300 0.0092016790 0.0078088989 
4.8400000000 0.2605174625 0.1429205974 0.0090680585 0.0076906143 
4.8500000000 0.2610280248 0.1427624820 0.0089590514 0.0075717032 
4.8600000000 0.2615389223 0.1425951588 0.0088571719 0.0074585028 
4.8700000000 0.2620519155 0.1424171042 0.0087578719 0.0073506647 
4.8800000000 0.2625671233 0.1422319909 0.0086517927 0.0072516486 
4.8900000000 0.2630807800 0.1420317699 0.0085513128 0.0071769498 
4.9000000000 0.2635913180 0.1418236376 0.0084891717 0.0070981101 
4.9100000000 0.2641039733 0.1415990971 0.0084315908 0.0070239776 
4.9200000000 0.2646144736 0.1413658358 0.0083576192 0.0069624570 
4.9300000000 0.2651261891 0.1411197791 0.0083037378 0.0069206731 
4.9400000000 0.2656349387 0.1408672546 0.0082598568 0.0068839281 
4.9500000000 0.2661458956 0.1406011203 0.0082361962 0.0068176796 
4.9600000000 0.2666592013 0.1403194120 0.0082175219 0.0067922799 
4.9700000000 0.2671706838 0.1400315235 0.0081715725 0.0067735045 
4.9800000000 0.2676754183 0.1397270643 0.0081645359 0.0067664734 
4.9900000000 0.2681823107 0.1394157929 0.0081507539 0.0067855599 
5.0000000000 0.2686915128 0.1390838441 0.0081608759 0.0068179309 
5.0100000000 0.2691980901 0.1387437827 0.0081807413 0.0066570445 
5.0200000000 0.2696987401 0.1383867431 0.0082074044 0.0065208479 
5.0300000000 0.2702015506 0.1380254707 0.0082277269 0.0063955054 
5.0400000000 0.2707066836 0.1376423750 0.0082722564 0.0062757462 
5.0500000000 0.2712093121 0.1372560698 0.0083311257 0.0061948312 
5.0600000000 0.2717143973 0.1368511844 0.0084002090 0.0061175166 
5.0700000000 0.2722137887 0.1364388527 0.0085000846 0.0060473242 
5.0800000000 0.2727155681 0.1360132857 0.0083147321 0.0059765282 
5.0900000000 0.2732150176 0.1355836725 0.0081600423 0.0059239981 
5.1000000000 0.2737170131 0.1351373532 0.0079976886 0.0058799621 
5.1100000000 0.2742177016 0.1346876069 0.0078629698 0.0058543617 
5.1200000000 0.2747120477 0.1342361395 0.0077498446 0.0058202603 
5.1300000000 0.2752088886 0.1337682118 0.0076600498 0.0058225583 
5.1400000000 0.2757084155 0.1333024407 0.0075769739 0.0058166254 
5.1500000000 0.2762068742 0.1328258628 0.0075143756 0.0058485950 
5.1600000000 0.2766992031 0.1323455165 0.0074547892 0.0058727993 
5.1700000000 0.2771942061 0.1318585720 0.0074164885 0.0059188004 
5.1800000000 0.2776882027 0.1313741866 0.0073802207 0.0059584618 
5.1900000000 0.2781804880 0.1308932845 0.0073465038 0.0060261658 
5.2000000000 0.2786757107 0.1304105378 0.0073144833 0.0061248928 
5.2100000000 0.2791658650 0.1299329870 0.0073024433 0.0059665277 
5.2200000000 0.2796544275 0.1294532868 0.0072920709 0.0058354513 
5.2300000000 0.2801426485 0.1289815116 0.0073017180 0.0057254333 
5.2400000000 0.2806301444 0.1285191237 0.0073290754 0.0056400016 
5.2500000000 0.2811118049 0.1280601270 0.0073621520 0.0055593858 
5.2600000000 0.2815963368 0.1276133754 0.0074025585 0.0055001326 
5.2700000000 0.2820839684 0.1271853834 0.0074472053 0.0054449068 
5.2800000000 0.2825669076 0.1267722879 0.0075148523 0.0054085764 
5.2900000000 0.2830485636 0.1263673249 0.0075747243 0.0053916416 
5.3000000000 0.2835298324 0.1259848680 0.0076723943 0.0053764424 
5.3100000000 0.2840067140 0.1256223348 0.0077830073 0.0053802473 
5.3200000000 0.2844867608 0.1252740548 0.0079002732 0.0053861579 
5.3300000000 0.2849666938 0.1249518581 0.0080439878 0.0054115499 
5.3400000000 0.2854413743 0.1246588999 0.0081808442 0.0054445648 
5.3500000000 0.2859193803 0.1243900119 0.0080031720 0.0054942752 
5.3600000000 0.2863975157 0.1241534266 0.0078572544 0.0055538995 
5.3700000000 0.2868717793 0.1239380179 0.0077327299 0.0056368919 
5.3800000000 0.2873416165 0.1237567606 0.0076204458 0.0057240818 
5.3900000000 0.2878148975 0.1236107812 0.0075270161 0.0058241451 
5.4000000000 0.2882878629 0.1234981667 0.0074426623 0.0059278709 
5.4100000000 0.2887612919 0.1234235921 0.0073896527 0.0058030185 
5.4200000000 0.2892265467 0.1233839455 0.0073400764 0.0057038042 
5.4300000000 0.2896921011 0.1233837998 0.0073058158 0.0056127158 
5.4400000000 0.2901613607 0.1234241358 0.0072876142 0.0055436736 
5.4500000000 0.2906274940 0.1235041845 0.0072689861 0.0055071104 
5.4600000000 0.2910893777 0.1236220322 0.0072654886 0.0054614469 
5.4700000000 0.2915512432 0.1237834062 0.0072637753 0.0054331226 
5.4800000000 0.2920138550 0.1239831963 0.0072643844 0.0054319200 
5.4900000000 0.2924720522 0.1242276593 0.0072896989 0.0054204901 
5.5000000000 0.2929275298 0.1245110122 0.0073172085 0.0054239432 
5.5100000000 0.2933868940 0.1248400086 0.0073482992 0.0054528643 
5.5200000000 0.2938437116 0.1252082027 0.0073959713 0.0054719974 
5.5300000000 0.2942964162 0.1256230244 0.0074464067 0.0055190476 
5.5400000000 0.2947465443 0.1260850462 0.0075027183 0.0055822663 
5.5500000000 0.2952006930 0.1265820984 0.0075916702 0.0056364576 
5.5600000000 0.2956479169 0.1271252729 0.0076965547 0.0057079840 
5.5700000000 0.2960956591 0.1277065221 0.0078115203 0.0057880666 
5.5800000000 0.2965412136 0.1283253612 0.0079359475 0.0058707758 
5.5900000000 0.2969909732 0.1289902694 0.0080647246 0.0059740000 
5.6000000000 0.2974340668 0.1296849701 0.0082060337 0.0060995537 
5.6100000000 0.2978780538 0.1304148178 0.0083726358 0.0059720385 
5.6200000000 0.2983236739 0.1311874296 0.0081736862 0.0058818218 
5.6300000000 0.2987622132 0.1319851922 0.0080299083 0.0058119680 
5.6400000000 0.2992023634 0.1328148897 0.0079003387 0.0057356812 
5.6500000000 0.2996410395 0.1336860530 0.0077891839 0.0056874853 
5.6600000000 0.3000759048 0.1345782670 0.0076984672 0.0056539791 
5.6700000000 0.3005093513 0.1354996468 0.0076258868 0.0056319097 
5.6800000000 0.3009473238 0.1364493222 0.0075785223 0.0056224352 
5.6900000000 0.3013759484 0.1374260553 0.0075351856 0.0056245843 
5.7000000000 0.3018059160 0.1384175532 0.0075046377 0.0056261946 
5.7100000000 0.3022379507 0.1394335666 0.0074856043 0.0056497349 
5.7200000000 0.3026607757 0.1404724003 0.0074745056 0.0056850270 
5.7300000000 0.3030881006 0.1415337199 0.0074855232 0.0057331160 
5.7400000000 0.3035111218 0.1426039875 0.0074964600 0.0057733222 
5.7500000000 0.3039340568 0.1436943597 0.0075068896 0.0058383558 
5.7600000000 0.3043564108 0.1448024859 0.0075274553 0.0059198188 
5.7700000000 0.3047776077 0.1459151872 0.0075704661 0.0060041079 
5.7800000000 0.3051960332 0.1470445452 0.0076136952 0.0060865889 
5.7900000000 0.3056104795 0.1481758554 0.0076592381 0.0061988659 
5.8000000000 0.3060225322 0.1493074616 0.0077297450 0.0063149151 
5.8100000000 0.3064365744 0.1504522400 0.0078055378 0.0061919183 
5.8200000000 0.3068496920 0.1516259021 0.0078833541 0.0061015696 
5.8300000000 0.3072579928 0.1527971445 0.0079887226 0.0060167699 
5.8400000000 0.3076648589 0.1539794781 0.0081031306 0.0059606043 
5.8500000000 0.3080696136 0.1551572474 0.0082220373 0.0059205276 
5.8600000000 0.3084744341 0.1563291063 0.0083602658 0.0058928117 
5.8700000000 0.3088780430 0.1574937821 0.0085204672 0.0058649770 
5.8800000000 0.3092797581 0.1586569720 0.0086860930 0.0058558265 
5.8900000000 0.3096782334 0.1598397306 0.0085210447 0.0058555349 
5.9000000000 0.3100769567 0.1610130948 0.0083822967 0.0058621830 
5.9100000000 0.3104726489 0.1621887684 0.0082518695 0.0058769492 
5.9200000000 0.3108688871 0.1633531720 0.0081453294 0.0059001456 
5.9300000000 0.3112619608 0.1645261856 0.0080667022 0.0059306823 
5.9400000000 0.3116558066 0.1656866268 0.0080016380 0.0059708461 
5.9500000000 0.3120457461 0.1668336059 0.0079498271 0.0060237198 
5.9600000000 0.3124329036 0.1679744645 0.0079088258 0.0060811010 
5.9700000000 0.3128204473 0.1691136675 0.0078778218 0.0061484919 
5.9800000000 0.3132054622 0.1702460116 0.0078546080 0.0062313739 
5.9900000000 0.3135867303 0.1713627147 0.0078472613 0.0063409261 
6.0000000000 0.3139696348 0.1724847350 0.0078451203 0.0064442717 
6.0100000000 0.3143538702 0.1735902808 0.0078500723 0.0063504131 
6.0200000000 0.3147311933 0.1746876356 0.0078595611 0.0062764364 
6.0300000000 0.3151097776 0.1757805186 0.0078831987 0.0062148295 
6.0400000000 0.3154836101 0.1768647592 0.0079050179 0.0061681094 
6.0500000000 0.3158606637 0.1779438080 0.0079361783 0.0061406712 
6.0600000000 0.3162310606 0.1790138345 0.0079738507 0.0061135651 
6.0700000000 0.3166029676 0.1800653667 0.0080202583 0.0061018912 
6.0800000000 0.3169681907 0.1811042794 0.0080755064 0.0060967061 
6.0900000000 0.3173387179 0.1821239812 0.0081436313 0.0060966393 
6.1000000000 0.3177028997 0.1831462410 0.0082227135 0.0061018346 
6.1100000000 0.3180688885 0.1841586308 0.0083151439 0.0061192235 
6.1200000000 0.3184285288 0.1851637841 0.0084238417 0.0061361083 
6.1300000000 0.3187899664 0.1861301448 0.0085369056 0.0061588962 
6.1400000000 0.3191486680 0.1870984258 0.0086673880 0.0061957031 
6.1500000000 0.3195047703 0.1880564650 0.0088277080 0.0062397000 
6.1600000000 0.3198630015 0.1890064766 0.0089750314 0.0062868373 
6.1700000000 0.3202152628 0.1899310313 0.0088226501 0.0063527120 
6.1800000000 0.3205661181 0.1908571732 0.0087108115 0.0064222028 
6.1900000000 0.3209144305 0.1917849669 0.0086062704 0.0065055971 
6.2000000000 0.3212628943 0.1927025957 0.0085284184 0.0066144748 
6.2100000000 0.3216090246 0.1935970048 0.0084731673 0.0065219241 
6.2200000000 0.3219540005 0.1944811051 0.0084197904 0.0064499995 
6.2300000000 0.3222984540 0.1953666481 0.0083839334 0.0064005957 
6.2400000000 0.3226373105 0.1962260851 0.0083557643 0.0063612585 
6.2500000000 0.3229786335 0.1970753435 0.0083326920 0.0063319061 
6.2600000000 0.3233144478 0.1979259759 0.0083208380 0.0063153538 
6.2700000000 0.3236527995 0.1987638867 0.0083134381 0.0063035292 
6.2800000000 0.3239871075 0.1995918828 0.0083214532 0.0063053143 
6.2900000000 0.3243195332 0.2004073517 0.0083268810 0.0063094422 
6.3000000000 0.3246512662 0.2012242120 0.0083359788 0.0063128869 
6.3100000000 0.3249812254 0.2020314355 0.0083538594 0.0063236422 
6.3200000000 0.3253106038 0.2028137014 0.0083774442 0.0063374278 
6.3300000000 0.3256383301 0.2035973416 0.0084058210 0.0063557153 
6.3400000000 0.3259609671 0.2043690637 0.0084334846 0.0063833116 
6.3500000000 0.3262864903 0.2051314090 0.0084668403 0.0064061464 
6.3600000000 0.3266070750 0.2058820857 0.0085136675 0.0064404721 
6.3700000000 0.3269272669 0.2066341881 0.0085707503 0.0064895577 
6.3800000000 0.3272472318 0.2073749145 0.0086371305 0.0065419834 
6.3900000000 0.3275659272 0.2080941018 0.0087159631 0.0066133624 
6.4000000000 0.3278799666 0.2088021178 0.0088041060 0.0066889256 
6.4100000000 0.3281972687 0.2095115342 0.0089144372 0.0066146511 
6.4200000000 0.3285087607 0.2102100775 0.0090337133 0.0065597117 
6.4300000000 0.3288154929 0.2109100499 0.0091675528 0.0065239228 
6.4400000000 0.3291253502 0.2115991778 0.0093203753 0.0064971687 
6.4500000000 0.3294306554 0.2122777182 0.0094779086 0.0064766273 
6.4600000000 0.3297347290 0.2129460066 0.0096677050 0.0064642669 
6.4700000000 0.3300387812 0.2136158042 0.0094958989 0.0064563391 
6.4800000000 0.3303418154 0.2142756331 0.0093588385 0.0064527493 
6.4900000000 0.3306405288 0.2149158813 0.0092448118 0.0064518358 
6.5000000000 0.3309370515 0.2155671530 0.0091577357 0.0064516592 
6.5100000000 0.3312335757 0.2161971963 0.0090830207 0.0064525958 
6.5200000000 0.3315291251 0.2168287681 0.0090284315 0.0064545130 
6.5300000000 0.3318204360 0.2174510613 0.0089889463 0.0064641183 
6.5400000000 0.3321108000 0.2180735044 0.0089560448 0.0064758117 
6.5500000000 0.3324003572 0.2186882490 0.0089352550 0.0064909749 
6.5600000000 0.3326856934 0.2192941498 0.0089183409 0.0065100001 
6.5700000000 0.3329700863 0.2198903065 0.0089060979 0.0065349595 
6.5800000000 0.3332511734 0.2204778219 0.0089049448 0.0065663097 
6.5900000000 0.3335359587 0.2210658124 0.0089104941 0.0066069259 
6.6000000000 0.3338152594 0.2216553044 0.0089140781 0.0066624532 
6.6100000000 0.3340945690 0.2222365717 0.0089239060 0.0066219597 
6.6200000000 0.3343700882 0.2227988845 0.0089320750 0.0065923617 
6.6300000000 0.3346477317 0.2233626305 0.0089505347 0.0065733942 
6.6400000000 0.3349215418 0.2239184807 0.0089679173 0.0065627456 
6.6500000000 0.3351954983 0.2244665178 0.0089977987 0.0065571350 
6.6600000000 0.3354651745 0.2250153473 0.0090276362 0.0065535454 
6.6700000000 0.3357335022 0.2255551047 0.0090686743 0.0065507386 
6.6800000000 0.3359980393 0.2260873715 0.0091144371 0.0065504704 
6.6900000000 0.3362654874 0.2266205374 0.0091690711 0.0065516273 
6.7000000000 0.3365293046 0.2271549214 0.0092362660 0.0065523566 
6.7100000000 0.3367926962 0.2276740130 0.0093157448 0.0065528817 
6.7200000000 0.3370518384 0.2281841270 0.0093988320 0.0065554844 
6.7300000000 0.3373104940 0.2286872362 0.0094976360 0.0065591448 
6.7400000000 0.3375656313 0.2291834006 0.0096162100 0.0065634363 
6.7500000000 0.3378239576 0.2296883260 0.0097396814 0.0065752938 
6.7600000000 0.3380789613 0.2301865274 0.0098814544 0.0065897447 
6.7700000000 0.3383299649 0.2306685981 0.0100445355 0.0066130838 
6.7800000000 0.3385806196 0.2311516406 0.0102299286 0.0066435717 
6.7900000000 0.3388272984 0.2316354268 0.0100701160 0.0066846454 
6.8000000000 0.3390736070 0.2321127607 0.0099401676 0.0067337387 
6.8100000000 0.3393159765 0.2325820092 0.0098418358 0.0066990276 
6.8200000000 0.3395621190 0.2330375737 0.0097547107 0.0066753436 
